,ANO,SEMESTRE,DISCIPLINA,DESCRICAO,TURMA,APROVACOES,MATRICULAS,REPROVACOES FALTA,REPROVACOES NOTA,REPROVACOES NOTA FALTA,TRANCAMENTOS,CONTADOR,REPROVADOS,TAXA_REPROVACAO,ANO/SEMESTRE
3816,2010,3.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.3.0
3817,2010,3.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.3.0
3911,2011,1.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,27.0,35.0,0.0,0.0,1.0,7.0,1,8.0,0.23,2011.1.0
3912,2011,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,21.0,33.0,43.0,0.0,0.0,2.0,8.0,1,10.0,0.23,2011.1.0
3913,2011,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,22.0,36.0,38.0,0.0,0.0,0.0,2.0,1,2.0,0.05,2011.1.0
3914,2011,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,23.0,4.0,11.0,0.0,3.0,0.0,4.0,1,7.0,0.64,2011.1.0
3915,2011,1.0,PRO219,PROJETO DO PRODUTO,11.0,33.0,34.0,1.0,0.0,0.0,0.0,1,1.0,0.03,2011.1.0
3916,2011,1.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,24.0,26.0,0.0,1.0,0.0,1.0,1,2.0,0.08,2011.1.0
3917,2011,1.0,PRO226,MACROECONOMIA,11.0,40.0,43.0,0.0,0.0,0.0,3.0,1,3.0,0.07,2011.1.0
3918,2011,1.0,PRO227,MICROECONOMIA,11.0,38.0,42.0,0.0,0.0,2.0,2.0,1,4.0,0.1,2011.1.0
3919,2011,1.0,PRO232,ENGENHARIA DO TRABALHO,11.0,40.0,46.0,0.0,3.0,1.0,2.0,1,6.0,0.13,2011.1.0
3920,2011,1.0,PRO235,ERGONOMIA DO TRABALHO,11.0,42.0,50.0,0.0,2.0,2.0,4.0,1,8.0,0.16,2011.1.0
3921,2011,1.0,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,11.0,39.0,46.0,0.0,4.0,1.0,2.0,1,7.0,0.15,2011.1.0
3922,2011,1.0,PRO313,GERENCIA DO PROJETO E ENGENHARIA SIMULTANEA,11.0,17.0,19.0,0.0,0.0,0.0,2.0,1,2.0,0.11,2011.1.0
3923,2011,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,21.0,17.0,19.0,0.0,0.0,2.0,0.0,1,2.0,0.11,2011.1.0
3924,2011,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,22.0,29.0,43.0,0.0,0.0,5.0,9.0,1,14.0,0.33,2011.1.0
3925,2011,1.0,PRO316,LOGISTICA REVERSA,11.0,9.0,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3926,2011,1.0,PRO321,ADMINISTRACAO FINANCEIRA,21.0,33.0,48.0,1.0,0.0,3.0,11.0,1,15.0,0.31,2011.1.0
3927,2011,1.0,PRO345,ADMINISTRACAO DE MARKETING,11.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3928,2011,1.0,PRO356,TOPICOS ESPECIAIS EM GERENCIA DA PRODUCAO III,11.0,7.0,8.0,0.0,0.0,0.0,1.0,1,1.0,0.12,2011.1.0
3929,2011,1.0,PRO362,TOPICOS ESPECIAIS EM ENGENHARIA ECONOMICA IV,11.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3930,2011,1.0,PRO364,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL I,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3931,2011,1.0,PRO365,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL II,11.0,10.0,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3932,2011,1.0,PRO369,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO I,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3933,2011,1.0,PRO370,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO II,11.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1.0,0.33,2011.1.0
3934,2011,1.0,PRO375,GESTAO DA TECNOLOGIA DA INFORMACAO,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3935,2011,1.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,11.0,11.0,15.0,0.0,4.0,0.0,0.0,1,4.0,0.27,2011.1.0
3936,2011,1.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,12.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3937,2011,1.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3938,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3939,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3940,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2011.1.0
3941,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,4.0,0.0,2.0,0.0,1.0,0.0,1.0,1,2.0,1.0,2011.1.0
3942,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,5.0,1.0,3.0,0.0,0.0,1.0,1.0,1,2.0,0.67,2011.1.0
3943,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,2011.1.0
3944,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,2011.1.0
3945,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2011.1.0
3946,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2011.1.0
3947,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,2011.1.0
3948,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,0.0,5.0,0.0,3.0,0.0,2.0,1,5.0,1.0,2011.1.0
3949,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2011.1.0
3950,2011,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,13.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2011.1.0
3951,2011,1.0,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,11.0,27.0,38.0,0.0,11.0,0.0,0.0,1,11.0,0.29,2011.1.0
3952,2011,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,11.0,43.0,46.0,0.0,0.0,2.0,1.0,1,3.0,0.07,2011.1.0
3953,2011,1.0,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,11.0,39.0,43.0,0.0,2.0,2.0,0.0,1,4.0,0.09,2011.1.0
3954,2011,1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,11.0,39.0,41.0,0.0,0.0,0.0,2.0,1,2.0,0.05,2011.1.0
3955,2011,1.0,PRO705,ESTATISTICA APLICADA A ENGENHARIA,11.0,38.0,40.0,0.0,0.0,1.0,1.0,1,2.0,0.05,2011.1.0
3956,2011,1.0,PRO706,PESQUISA OPERACIONAL I,21.0,19.0,22.0,0.0,2.0,1.0,0.0,1,3.0,0.14,2011.1.0
3957,2011,1.0,PRO706,PESQUISA OPERACIONAL I,22.0,14.0,21.0,0.0,4.0,0.0,3.0,1,7.0,0.33,2011.1.0
3958,2011,1.0,PRO707,TEORIA GERAL DA ADMINISTRACAO,11.0,40.0,40.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3959,2011,1.0,PRO708,PESQUISA OPERACIONAL II,21.0,20.0,22.0,0.0,0.0,2.0,0.0,1,2.0,0.09,2011.1.0
3960,2011,1.0,PRO708,PESQUISA OPERACIONAL II,22.0,15.0,15.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3961,2011,1.0,PRO709,ORGANIZACAO DO TRABALHO,11.0,29.0,36.0,0.0,0.0,0.0,7.0,1,7.0,0.19,2011.1.0
3962,2011,1.0,PRO709,ORGANIZACAO DO TRABALHO,12.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
3963,2011,1.0,PRO714,ECONOMIA INDUSTRIAL,11.0,30.0,30.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.1.0
4058,2011,2.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,40.0,41.0,0.0,0.0,0.0,1.0,1,1.0,0.02,2011.2.0
4059,2011,2.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,21.0,36.0,38.0,0.0,0.0,1.0,1.0,1,2.0,0.05,2011.2.0
4060,2011,2.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,22.0,36.0,39.0,0.0,2.0,0.0,1.0,1,3.0,0.08,2011.2.0
4061,2011,2.0,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,11.0,33.0,33.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4062,2011,2.0,PRO217,PLANEJAMENTO DAS INSTALACOES,11.0,25.0,25.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4063,2011,2.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,34.0,40.0,0.0,2.0,3.0,1.0,1,6.0,0.15,2011.2.0
4064,2011,2.0,PRO226,MACROECONOMIA,11.0,28.0,42.0,0.0,11.0,0.0,3.0,1,14.0,0.33,2011.2.0
4065,2011,2.0,PRO227,MICROECONOMIA,11.0,12.0,43.0,0.0,28.0,0.0,3.0,1,31.0,0.72,2011.2.0
4066,2011,2.0,PRO232,ENGENHARIA DO TRABALHO,11.0,39.0,41.0,0.0,0.0,2.0,0.0,1,2.0,0.05,2011.2.0
4067,2011,2.0,PRO235,ERGONOMIA DO TRABALHO,11.0,35.0,42.0,0.0,0.0,1.0,6.0,1,7.0,0.17,2011.2.0
4068,2011,2.0,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,11.0,31.0,45.0,0.0,14.0,0.0,0.0,1,14.0,0.31,2011.2.0
4069,2011,2.0,PRO313,GERENCIA DO PROJETO E ENGENHARIA SIMULTANEA,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4070,2011,2.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,26.0,36.0,0.0,0.0,1.0,9.0,1,10.0,0.28,2011.2.0
4071,2011,2.0,PRO318,PLANEJAMENTO ESTRATEGICO,11.0,11.0,13.0,0.0,0.0,0.0,2.0,1,2.0,0.15,2011.2.0
4072,2011,2.0,PRO320,ANALISE DE INVESTIMENTOS,11.0,14.0,23.0,0.0,0.0,0.0,9.0,1,9.0,0.39,2011.2.0
4073,2011,2.0,PRO321,ADMINISTRACAO FINANCEIRA,11.0,10.0,19.0,0.0,4.0,5.0,0.0,1,9.0,0.47,2011.2.0
4074,2011,2.0,PRO342,ENGENHARIA DA CONFIABILIDADE,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4075,2011,2.0,PRO343,GESTAO DA QUALIDADE,11.0,2.0,5.0,0.0,0.0,1.0,2.0,1,3.0,0.6,2011.2.0
4076,2011,2.0,PRO354,TOPICOS ESPECIAIS EM GERENCIA DA PRODUCAO I,11.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1.0,0.33,2011.2.0
4077,2011,2.0,PRO363,TOPICOS ESPECIAIS EM ENGENHARIA ECONOMICA V,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4078,2011,2.0,PRO367,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL IV,11.0,2.0,4.0,0.0,0.0,1.0,1.0,1,2.0,0.5,2011.2.0
4079,2011,2.0,PRO370,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO II,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4080,2011,2.0,PRO372,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO IV,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4081,2011,2.0,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,11.0,6.0,7.0,0.0,0.0,0.0,1.0,1,1.0,0.14,2011.2.0
4082,2011,2.0,PRO376,ENERGIA ELETRICA,11.0,15.0,15.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4083,2011,2.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,11.0,18.0,20.0,0.0,1.0,0.0,1.0,1,2.0,0.1,2011.2.0
4084,2011,2.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,23.0,23.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4085,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2011.2.0
4086,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4087,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4088,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2011.2.0
4089,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4090,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2011.2.0
4091,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,7.0,3.0,4.0,0.0,1.0,0.0,0.0,1,1.0,0.25,2011.2.0
4092,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2011.2.0
4093,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4094,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2011.2.0
4095,2011,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,1.0,3.0,0.0,2.0,0.0,0.0,1,2.0,0.67,2011.2.0
4096,2011,2.0,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,11.0,26.0,39.0,0.0,11.0,0.0,2.0,1,13.0,0.33,2011.2.0
4097,2011,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,11.0,26.0,29.0,0.0,1.0,2.0,0.0,1,3.0,0.1,2011.2.0
4098,2011,2.0,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,11.0,32.0,35.0,0.0,1.0,1.0,1.0,1,3.0,0.09,2011.2.0
4099,2011,2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,11.0,20.0,29.0,0.0,7.0,0.0,2.0,1,9.0,0.31,2011.2.0
4100,2011,2.0,PRO705,ESTATISTICA APLICADA A ENGENHARIA,11.0,35.0,41.0,0.0,1.0,2.0,3.0,1,6.0,0.15,2011.2.0
4101,2011,2.0,PRO706,PESQUISA OPERACIONAL I,21.0,18.0,19.0,0.0,1.0,0.0,0.0,1,1.0,0.05,2011.2.0
4102,2011,2.0,PRO706,PESQUISA OPERACIONAL I,22.0,15.0,20.0,0.0,2.0,2.0,1.0,1,5.0,0.25,2011.2.0
4103,2011,2.0,PRO707,TEORIA GERAL DA ADMINISTRACAO,11.0,35.0,37.0,0.0,0.0,1.0,1.0,1,2.0,0.05,2011.2.0
4104,2011,2.0,PRO708,PESQUISA OPERACIONAL II,21.0,17.0,21.0,0.0,2.0,1.0,1.0,1,4.0,0.19,2011.2.0
4105,2011,2.0,PRO708,PESQUISA OPERACIONAL II,22.0,7.0,8.0,0.0,1.0,0.0,0.0,1,1.0,0.12,2011.2.0
4106,2011,2.0,PRO709,ORGANIZACAO DO TRABALHO,11.0,42.0,47.0,0.0,0.0,1.0,4.0,1,5.0,0.11,2011.2.0
4107,2011,2.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",11.0,44.0,44.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4108,2011,2.0,PRO712,SISTEMAS DE INFORMACOES,11.0,27.0,36.0,0.0,9.0,0.0,0.0,1,9.0,0.25,2011.2.0
4109,2011,2.0,PRO713,ENGENHARIA DA QUALIDADE,11.0,40.0,42.0,0.0,0.0,0.0,2.0,1,2.0,0.05,2011.2.0
4110,2011,2.0,PRO713,ENGENHARIA DA QUALIDADE,12.0,29.0,29.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4111,2011,2.0,PRO715,LOGISTICA E TRANSPORTE,11.0,20.0,25.0,0.0,3.0,1.0,1.0,1,5.0,0.2,2011.2.0
4112,2011,2.0,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",11.0,31.0,31.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.2.0
4116,2011,3.0,PRO227,MICROECONOMIA,11.0,11.0,24.0,0.0,13.0,0.0,0.0,1,13.0,0.54,2011.3.0
4117,2011,3.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.3.0
4118,2011,3.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2011.3.0
4211,2012,1.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,19.0,23.0,0.0,2.0,0.0,2.0,1,4.0,0.17,2012.1.0
4212,2012,1.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",12.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4213,2012,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,31.0,38.0,43.0,0.0,0.0,1.0,4.0,1,5.0,0.12,2012.1.0
4214,2012,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,32.0,35.0,46.0,0.0,8.0,0.0,3.0,1,11.0,0.24,2012.1.0
4215,2012,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,33.0,10.0,13.0,0.0,0.0,1.0,2.0,1,3.0,0.23,2012.1.0
4216,2012,1.0,PRO219,PROJETO DO PRODUTO,11.0,8.0,11.0,0.0,0.0,1.0,2.0,1,3.0,0.27,2012.1.0
4217,2012,1.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,33.0,34.0,0.0,0.0,0.0,1.0,1,1.0,0.03,2012.1.0
4218,2012,1.0,PRO226,MACROECONOMIA,11.0,24.0,32.0,0.0,0.0,2.0,6.0,1,8.0,0.25,2012.1.0
4219,2012,1.0,PRO227,MICROECONOMIA,11.0,37.0,40.0,0.0,0.0,3.0,0.0,1,3.0,0.08,2012.1.0
4220,2012,1.0,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,11.0,15.0,27.0,0.0,11.0,1.0,0.0,1,12.0,0.44,2012.1.0
4221,2012,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,21.0,29.0,33.0,0.0,0.0,1.0,3.0,1,4.0,0.12,2012.1.0
4222,2012,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,22.0,27.0,31.0,0.0,0.0,1.0,3.0,1,4.0,0.13,2012.1.0
4223,2012,1.0,PRO335,POLITICA ENERGETICA BRASILEIRA,11.0,4.0,5.0,0.0,0.0,0.0,1.0,1,1.0,0.2,2012.1.0
4224,2012,1.0,PRO375,GESTAO DA TECNOLOGIA DA INFORMACAO,11.0,3.0,4.0,0.0,0.0,0.0,1.0,1,1.0,0.25,2012.1.0
4225,2012,1.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,11.0,24.0,29.0,0.0,0.0,0.0,5.0,1,5.0,0.17,2012.1.0
4226,2012,1.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,27.0,28.0,0.0,0.0,0.0,1.0,1,1.0,0.04,2012.1.0
4227,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1,1.0,0.5,2012.1.0
4228,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2012.1.0
4229,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,2012.1.0
4230,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,2012.1.0
4231,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,5.0,2.0,3.0,0.0,0.0,0.0,1.0,1,1.0,0.33,2012.1.0
4232,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,6.0,1.0,2.0,0.0,0.0,0.0,1.0,1,1.0,0.5,2012.1.0
4233,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4234,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4235,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,9.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2012.1.0
4236,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4237,2012,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,1.0,7.0,0.0,0.0,0.0,6.0,1,6.0,0.86,2012.1.0
4238,2012,1.0,PRO503,A EVOLUCAO DO PENSAMENTO ECONOMICO,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4239,2012,1.0,PRO506,ECONOMIA AMBIENTAL,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2012.1.0
4240,2012,1.0,PRO507,ECONOMIA INDUSTRIAL APLICADA: MODELOS E METODOS,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2012.1.0
4241,2012,1.0,PRO526,TEORIA DOS JOGOS,11.0,9.0,11.0,0.0,1.0,0.0,1.0,1,2.0,0.18,2012.1.0
4242,2012,1.0,PRO535,TEORIA DAS FILAS APLICADA A ENGENHARIA DE PRODUCAO,11.0,6.0,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4243,2012,1.0,PRO550,PETROLEO E GAS NATURAL,11.0,10.0,11.0,0.0,0.0,0.0,1.0,1,1.0,0.09,2012.1.0
4244,2012,1.0,PRO556,PLANEJAMENTO ENERGETICO INTEGRADO,11.0,8.0,10.0,0.0,0.0,0.0,2.0,1,2.0,0.2,2012.1.0
4245,2012,1.0,PRO577,GESTAO DO TRABALHO EM ORGANIZACOES SOCIAIS,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4246,2012,1.0,PRO578,"OPERACOES, LOGISTICA E GESTAO DA CADEIA DE SUPRIM",11.0,20.0,22.0,0.0,0.0,0.0,2.0,1,2.0,0.09,2012.1.0
4247,2012,1.0,PRO579,SISTEMAS COMPUTACIONAIS DE MANUFATURA,11.0,2.0,3.0,0.0,0.0,0.0,1.0,1,1.0,0.33,2012.1.0
4248,2012,1.0,PRO581,PLANEJAMENTO E GESTAO ESTRATEGICA,11.0,9.0,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4249,2012,1.0,PRO583,GESTAO DA QUALIDADE,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2012.1.0
4250,2012,1.0,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,11.0,21.0,43.0,0.0,16.0,0.0,6.0,1,22.0,0.51,2012.1.0
4251,2012,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,11.0,34.0,40.0,0.0,0.0,6.0,0.0,1,6.0,0.15,2012.1.0
4252,2012,1.0,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,11.0,27.0,29.0,0.0,1.0,0.0,1.0,1,2.0,0.07,2012.1.0
4253,2012,1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,11.0,35.0,43.0,0.0,4.0,0.0,4.0,1,8.0,0.19,2012.1.0
4254,2012,1.0,PRO705,ESTATISTICA APLICADA A ENGENHARIA,11.0,27.0,31.0,0.0,1.0,1.0,2.0,1,4.0,0.13,2012.1.0
4255,2012,1.0,PRO706,PESQUISA OPERACIONAL I,21.0,26.0,28.0,0.0,1.0,0.0,1.0,1,2.0,0.07,2012.1.0
4256,2012,1.0,PRO706,PESQUISA OPERACIONAL I,22.0,24.0,26.0,0.0,1.0,1.0,0.0,1,2.0,0.08,2012.1.0
4257,2012,1.0,PRO707,TEORIA GERAL DA ADMINISTRACAO,11.0,31.0,35.0,0.0,0.0,0.0,4.0,1,4.0,0.11,2012.1.0
4258,2012,1.0,PRO708,PESQUISA OPERACIONAL II,21.0,18.0,20.0,0.0,0.0,1.0,1.0,1,2.0,0.1,2012.1.0
4259,2012,1.0,PRO708,PESQUISA OPERACIONAL II,22.0,15.0,15.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2012.1.0
4260,2012,1.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",11.0,41.0,44.0,0.0,0.0,1.0,2.0,1,3.0,0.07,2012.1.0
