,ANO,SEMESTRE,DISCIPLINA,DESCRICAO,TURMA,APROVACOES,MATRICULAS,REPROVACOES FALTA,REPROVACOES NOTA,REPROVACOES NOTA FALTA,TRANCAMENTOS,CONTADOR,REPROVADOS,TAXA_REPROVACAO,ANO/SEMESTRE
3463,2009,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,10.0,2.0,3.0,0.0,1.0,0.0,0.0,1,1.0,0.33,2009.2.0
3464,2009,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,3.0,4.0,0.0,1.0,0.0,0.0,1,1.0,0.25,2009.2.0
3465,2009,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3466,2009,2.0,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,11.0,30.0,38.0,0.0,8.0,0.0,0.0,1,8.0,0.21,2009.2.0
3467,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2009.2.0
3468,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,81.0,4.0,5.0,0.0,1.0,0.0,0.0,1,1.0,0.2,2009.2.0
3469,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,82.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3470,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,83.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3471,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,84.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3472,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,85.0,4.0,5.0,0.0,0.0,1.0,0.0,1,1.0,0.2,2009.2.0
3473,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,86.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3474,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,87.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3475,2009,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,88.0,3.0,4.0,0.0,0.0,1.0,0.0,1,1.0,0.25,2009.2.0
3476,2009,2.0,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,11.0,29.0,37.0,0.0,4.0,3.0,1.0,1,8.0,0.22,2009.2.0
3477,2009,2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,11.0,31.0,46.0,0.0,7.0,7.0,1.0,1,15.0,0.33,2009.2.0
3478,2009,2.0,PRO705,ESTATISTICA APLICADA A ENGENHARIA,21.0,24.0,40.0,0.0,6.0,3.0,7.0,1,16.0,0.4,2009.2.0
3479,2009,2.0,PRO705,ESTATISTICA APLICADA A ENGENHARIA,22.0,22.0,26.0,0.0,2.0,1.0,1.0,1,4.0,0.15,2009.2.0
3480,2009,2.0,PRO707,TEORIA GERAL DA ADMINISTRACAO,11.0,8.0,9.0,0.0,0.0,0.0,1.0,1,1.0,0.11,2009.2.0
3481,2009,2.0,PRO708,PESQUISA OPERACIONAL II,11.0,17.0,20.0,0.0,0.0,2.0,1.0,1,3.0,0.15,2009.2.0
3482,2009,2.0,PRO709,ORGANIZACAO DO TRABALHO,11.0,9.0,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3483,2009,2.0,PRO709,ORGANIZACAO DO TRABALHO,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3484,2009,2.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",11.0,18.0,21.0,0.0,0.0,2.0,1.0,1,3.0,0.14,2009.2.0
3485,2009,2.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",12.0,6.0,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3486,2009,2.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",13.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.2.0
3487,2009,2.0,PRO711,"ENGENHARIA DE PROCESSOS, RISCOS E PERDAS",11.0,15.0,16.0,0.0,0.0,1.0,0.0,1,1.0,0.06,2009.2.0
3488,2009,2.0,PRO713,ENGENHARIA DA QUALIDADE,11.0,13.0,15.0,0.0,0.0,0.0,2.0,1,2.0,0.13,2009.2.0
3489,2009,2.0,PRO715,LOGISTICA E TRANSPORTE,11.0,11.0,13.0,0.0,0.0,0.0,2.0,1,2.0,0.15,2009.2.0
3499,2009,3.0,PRO219,PROJETO DO PRODUTO,11.0,9.0,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.3.0
3500,2009,3.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,3.0,3.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.3.0
3501,2009,3.0,PRO314,GERENCIA DE RECURSOS HUMANOS,12.0,11.0,11.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.3.0
3502,2009,3.0,PRO351,CONTROLE ESTATISTICO DE QUALIDADE,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.3.0
3503,2009,3.0,PRO366,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL III,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.3.0
3504,2009,3.0,PRO713,ENGENHARIA DA QUALIDADE,11.0,13.0,13.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2009.3.0
3591,2010,1.0,PRO126,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",11.0,37.0,40.0,0.0,0.0,1.0,2.0,1,3.0,0.08,2010.1.0
3592,2010,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,21.0,30.0,35.0,0.0,1.0,3.0,1.0,1,5.0,0.14,2010.1.0
3593,2010,1.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,22.0,21.0,35.0,0.0,4.0,0.0,10.0,1,14.0,0.4,2010.1.0
3594,2010,1.0,PRO219,PROJETO DO PRODUTO,11.0,13.0,15.0,0.0,1.0,0.0,1.0,1,2.0,0.13,2010.1.0
3595,2010,1.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,26.0,27.0,0.0,0.0,0.0,1.0,1,1.0,0.04,2010.1.0
3596,2010,1.0,PRO224,ECONOMIA DA ENGENHARIA,12.0,6.0,7.0,0.0,0.0,1.0,0.0,1,1.0,0.14,2010.1.0
3597,2010,1.0,PRO226,MACROECONOMIA,11.0,27.0,31.0,0.0,0.0,1.0,3.0,1,4.0,0.13,2010.1.0
3598,2010,1.0,PRO227,MICROECONOMIA,11.0,39.0,42.0,0.0,0.0,2.0,1.0,1,3.0,0.07,2010.1.0
3599,2010,1.0,PRO227,MICROECONOMIA,12.0,13.0,17.0,0.0,3.0,1.0,0.0,1,4.0,0.24,2010.1.0
3600,2010,1.0,PRO232,ENGENHARIA DO TRABALHO,11.0,41.0,47.0,1.0,0.0,3.0,2.0,1,6.0,0.13,2010.1.0
3601,2010,1.0,PRO235,ERGONOMIA DO TRABALHO,11.0,35.0,41.0,0.0,0.0,5.0,1.0,1,6.0,0.15,2010.1.0
3602,2010,1.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,26.0,33.0,0.0,3.0,1.0,3.0,1,7.0,0.21,2010.1.0
3603,2010,1.0,PRO316,LOGISTICA REVERSA,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3604,2010,1.0,PRO321,ADMINISTRACAO FINANCEIRA,21.0,23.0,28.0,0.0,0.0,1.0,4.0,1,5.0,0.18,2010.1.0
3605,2010,1.0,PRO321,ADMINISTRACAO FINANCEIRA,22.0,18.0,19.0,0.0,0.0,0.0,1.0,1,1.0,0.05,2010.1.0
3606,2010,1.0,PRO344,GESTAO DA INOVACAO E TECNOLOGIA,11.0,7.0,10.0,0.0,2.0,1.0,0.0,1,3.0,0.3,2010.1.0
3607,2010,1.0,PRO351,CONTROLE ESTATISTICO DE QUALIDADE,11.0,10.0,11.0,0.0,0.0,0.0,1.0,1,1.0,0.09,2010.1.0
3608,2010,1.0,PRO354,TOPICOS ESPECIAIS EM GERENCIA DA PRODUCAO I,11.0,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3609,2010,1.0,PRO356,TOPICOS ESPECIAIS EM GERENCIA DA PRODUCAO III,11.0,15.0,15.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3610,2010,1.0,PRO359,TOPICOS ESPECIAIS EM ENGENHARIA ECONOMICA I,11.0,2.0,3.0,0.0,0.0,0.0,1.0,1,1.0,0.33,2010.1.0
3611,2010,1.0,PRO360,TOPICOS ESPECIAIS EM ENGENHARIA ECONOMICA II,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3612,2010,1.0,PRO365,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL II,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3613,2010,1.0,PRO368,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL V,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.1.0
3614,2010,1.0,PRO369,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO I,11.0,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3615,2010,1.0,PRO370,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO II,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3616,2010,1.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,11.0,16.0,21.0,0.0,4.0,0.0,1.0,1,5.0,0.24,2010.1.0
3617,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3618,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3619,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3620,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3621,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,5.0,6.0,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3622,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3623,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3624,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,8.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3625,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2010.1.0
3626,2010,1.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,1.0,3.0,0.0,1.0,0.0,1.0,1,2.0,0.67,2010.1.0
3627,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1,1.0,0.5,2010.1.0
3628,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1,1.0,0.5,2010.1.0
3629,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.1.0
3630,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,1.0,2010.1.0
3631,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2010.1.0
3632,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,6.0,1.0,2.0,0.0,1.0,0.0,0.0,1,1.0,0.5,2010.1.0
3633,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3634,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3635,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,9.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,1.0,2010.1.0
3636,2010,1.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3637,2010,1.0,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,11.0,42.0,44.0,0.0,2.0,0.0,0.0,1,2.0,0.05,2010.1.0
3638,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3639,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3640,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3641,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,4.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3642,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3643,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,6.0,4.0,6.0,0.0,0.0,2.0,0.0,1,2.0,0.33,2010.1.0
3644,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,7.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3645,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,8.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3646,2010,1.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.1.0
3647,2010,1.0,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,11.0,32.0,44.0,0.0,8.0,3.0,1.0,1,12.0,0.27,2010.1.0
3648,2010,1.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,11.0,21.0,35.0,0.0,9.0,5.0,0.0,1,14.0,0.4,2010.1.0
3649,2010,1.0,PRO705,ESTATISTICA APLICADA A ENGENHARIA,11.0,29.0,35.0,0.0,0.0,6.0,0.0,1,6.0,0.17,2010.1.0
3650,2010,1.0,PRO706,PESQUISA OPERACIONAL I,11.0,15.0,17.0,0.0,0.0,2.0,0.0,1,2.0,0.12,2010.1.0
3651,2010,1.0,PRO706,PESQUISA OPERACIONAL I,12.0,15.0,15.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3652,2010,1.0,PRO707,TEORIA GERAL DA ADMINISTRACAO,11.0,39.0,41.0,0.0,1.0,1.0,0.0,1,2.0,0.05,2010.1.0
3653,2010,1.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",11.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3654,2010,1.0,PRO714,ECONOMIA INDUSTRIAL,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.1.0
3752,2010,2.0,PRO215,PLANEJAMENTO E CONTROLE DA PRODUCAO I,11.0,24.0,36.0,0.0,1.0,1.0,10.0,1,12.0,0.33,2010.2.0
3753,2010,2.0,PRO216,PLANEJAMENTO E CONTROLE DE PRODUCAO II,11.0,18.0,21.0,0.0,0.0,0.0,3.0,1,3.0,0.14,2010.2.0
3754,2010,2.0,PRO217,PLANEJAMENTO DAS INSTALACOES,11.0,27.0,27.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3755,2010,2.0,PRO219,PROJETO DO PRODUTO,11.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1.0,0.33,2010.2.0
3756,2010,2.0,PRO224,ECONOMIA DA ENGENHARIA,11.0,19.0,20.0,0.0,0.0,1.0,0.0,1,1.0,0.05,2010.2.0
3757,2010,2.0,PRO226,MACROECONOMIA,11.0,43.0,44.0,0.0,0.0,0.0,1.0,1,1.0,0.02,2010.2.0
3758,2010,2.0,PRO227,MICROECONOMIA,11.0,33.0,36.0,0.0,0.0,0.0,3.0,1,3.0,0.08,2010.2.0
3759,2010,2.0,PRO232,ENGENHARIA DO TRABALHO,11.0,35.0,42.0,0.0,2.0,3.0,2.0,1,7.0,0.17,2010.2.0
3760,2010,2.0,PRO235,ERGONOMIA DO TRABALHO,11.0,35.0,40.0,0.0,0.0,1.0,4.0,1,5.0,0.12,2010.2.0
3761,2010,2.0,PRO236,ENGENHARIA DE PROCESSOS CONTINUOS,11.0,18.0,24.0,0.0,5.0,1.0,0.0,1,6.0,0.25,2010.2.0
3762,2010,2.0,PRO314,GERENCIA DE RECURSOS HUMANOS,11.0,25.0,28.0,0.0,0.0,0.0,3.0,1,3.0,0.11,2010.2.0
3763,2010,2.0,PRO318,PLANEJAMENTO ESTRATEGICO,11.0,21.0,27.0,0.0,0.0,1.0,5.0,1,6.0,0.22,2010.2.0
3764,2010,2.0,PRO338,GESTAO AMBIENTAL DE SISTEMAS ENERGETICOS,11.0,7.0,10.0,0.0,0.0,1.0,2.0,1,3.0,0.3,2010.2.0
3765,2010,2.0,PRO353,ENGENHARIA DE MANUTENCAO,11.0,19.0,19.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3766,2010,2.0,PRO354,TOPICOS ESPECIAIS EM GERENCIA DA PRODUCAO I,11.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3767,2010,2.0,PRO358,TOPICOS ESPECIAIS EM GERENCIA DA PRODUCAO V,11.0,3.0,4.0,0.0,0.0,1.0,0.0,1,1.0,0.25,2010.2.0
3768,2010,2.0,PRO363,TOPICOS ESPECIAIS EM ENGENHARIA ECONOMICA V,11.0,6.0,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3769,2010,2.0,PRO366,TOPICOS ESPECIAIS EM PESQUISA OPERACIONAL III,11.0,3.0,4.0,0.0,0.0,0.0,1.0,1,1.0,0.25,2010.2.0
3770,2010,2.0,PRO371,TOPICOS ESPECIAIS EM PLANEJAMENTO ENERGETICO III,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3771,2010,2.0,PRO374,GESTAO DA CADEIA DE SUPRIMENTOS,11.0,4.0,5.0,0.0,0.0,0.0,1.0,1,1.0,0.2,2010.2.0
3772,2010,2.0,PRO390,ESTAGIO SUPERVISIONADO EM ENGENHARIA DE PRODUCAO,11.0,16.0,20.0,0.0,3.0,0.0,1.0,1,4.0,0.2,2010.2.0
3773,2010,2.0,PRO490,PROJETO FINAL DE GRADUACAO,11.0,18.0,19.0,0.0,0.0,1.0,0.0,1,1.0,0.05,2010.2.0
3774,2010,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3775,2010,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3776,2010,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3777,2010,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,4.0,1.0,3.0,0.0,2.0,0.0,0.0,1,2.0,0.67,2010.2.0
3778,2010,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,5.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1.0,0.33,2010.2.0
3779,2010,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,8.0,5.0,6.0,0.0,0.0,1.0,0.0,1,1.0,0.17,2010.2.0
3780,2010,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,9.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3781,2010,2.0,PRO491,TRABALHO FINAL DE GRADUACAO - MONOGRAFIA,11.0,1.0,2.0,0.0,0.0,0.0,1.0,1,1.0,0.5,2010.2.0
3782,2010,2.0,PRO701,METODOS MATEMATICOS DA ENGENHARIA I,11.0,19.0,30.0,0.0,6.0,0.0,5.0,1,11.0,0.37,2010.2.0
3783,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3784,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3785,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,3.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3786,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,4.0,3.0,4.0,0.0,1.0,0.0,0.0,1,1.0,0.25,2010.2.0
3787,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3788,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,6.0,4.0,5.0,0.0,0.0,1.0,0.0,1,1.0,0.2,2010.2.0
3789,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,7.0,2.0,3.0,0.0,0.0,1.0,0.0,1,1.0,0.33,2010.2.0
3790,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,8.0,3.0,4.0,0.0,0.0,1.0,0.0,1,1.0,0.25,2010.2.0
3791,2010,2.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,11.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,1.0,2010.2.0
3792,2010,2.0,PRO703,PROBABILIDADE APLICADA A ENGENHARIA,11.0,37.0,46.0,0.0,1.0,6.0,2.0,1,9.0,0.2,2010.2.0
3793,2010,2.0,PRO704,METODOS MATEMATICOS DA ENGENHARIA II,11.0,38.0,43.0,0.0,3.0,0.0,2.0,1,5.0,0.12,2010.2.0
3794,2010,2.0,PRO705,ESTATISTICA APLICADA A ENGENHARIA,11.0,38.0,42.0,0.0,0.0,3.0,1.0,1,4.0,0.1,2010.2.0
3795,2010,2.0,PRO705,ESTATISTICA APLICADA A ENGENHARIA,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3796,2010,2.0,PRO706,PESQUISA OPERACIONAL I,21.0,13.0,14.0,0.0,0.0,1.0,0.0,1,1.0,0.07,2010.2.0
3797,2010,2.0,PRO706,PESQUISA OPERACIONAL I,22.0,15.0,19.0,0.0,1.0,2.0,1.0,1,4.0,0.21,2010.2.0
3798,2010,2.0,PRO707,TEORIA GERAL DA ADMINISTRACAO,11.0,32.0,34.0,0.0,2.0,0.0,0.0,1,2.0,0.06,2010.2.0
3799,2010,2.0,PRO708,PESQUISA OPERACIONAL II,21.0,17.0,19.0,0.0,0.0,1.0,1.0,1,2.0,0.11,2010.2.0
3800,2010,2.0,PRO708,PESQUISA OPERACIONAL II,22.0,15.0,15.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2010.2.0
3801,2010,2.0,PRO709,ORGANIZACAO DO TRABALHO,11.0,47.0,48.0,0.0,0.0,0.0,1.0,1,1.0,0.02,2010.2.0
3802,2010,2.0,PRO710,"CIENCIA, TECNOLOGIA E SOCIEDADE",11.0,15.0,22.0,0.0,0.0,1.0,6.0,1,7.0,0.32,2010.2.0
3803,2010,2.0,PRO712,SISTEMAS DE INFORMACOES,11.0,7.0,8.0,0.0,0.0,1.0,0.0,1,1.0,0.12,2010.2.0
3804,2010,2.0,PRO713,ENGENHARIA DA QUALIDADE,11.0,16.0,17.0,0.0,0.0,0.0,1.0,1,1.0,0.06,2010.2.0
3805,2010,2.0,PRO715,LOGISTICA E TRANSPORTE,11.0,10.0,11.0,0.0,0.0,0.0,1.0,1,1.0,0.09,2010.2.0
3806,2010,2.0,PRO716,"ENGENHARIA DE PROCESSOS, RISCOS E PREVENCAO DE PERDAS",11.0,24.0,25.0,0.0,0.0,0.0,1.0,1,1.0,0.04,2010.2.0
3810,2010,3.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.3.0
3811,2010,3.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.3.0
3812,2010,3.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.3.0
3813,2010,3.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.3.0
3814,2010,3.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.3.0
3815,2010,3.0,PRO702,SEMINARIO E TRABALHOS ORIENTADOS EM ENGENHARIA DE PRODUCAO,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,,2010.3.0
